song_id,song_name,image_name,artists,album_name,release_date,genre,lyrics,lyricists,composers,arrangers
34847378,LOVE DIVE,image_34847378.jpg,IVE (아이브),LOVE DIVE,2022.04.05,댄스,"네가 참 궁금해 그건 너도 마찬가지<br>이거면 충분해 쫓고 쫓는 이런 놀이<br>참을 수 없는 이끌림과 호기심 <br>묘한 너와 나 두고 보면 알겠지<br><br>Woo 눈동자 아래로<br>Woo 감추고 있는 거<br>Woo yeah It’s so bad It’s good <br>난 그 맘을 좀 봐야겠어<br><br>Narcissistic, my god I love it<br>서로를 비춘 밤<br>아름다운 까만 눈빛 더 빠져 깊이<br>(넌 내게로 난 네게로) <br>숨 참고 love dive<br><br>Woo lalalalalalala<br>Woo 어서 와서 love dive<br>Woo oh perfect sacrifice yeah<br>숨 참고 love dive<br><br>마음은 이렇게 알다가도 모르지<br>사랑이라는 건 한순간에 필 테니<br>직접 들어와 두 눈으로 확인해<br>내 맘 가장 깊은 데로 오면 돼<br><br>Woo 망설일 시간은<br>Woo 3초면 되는 걸<br>Woo yeah It’s so bad It’s good <br>원하면 감히 뛰어들어<br><br>Narcissistic, my god I love it<br>서로를 비춘 밤<br>아름다운 까만 눈빛 더 빠져 깊이<br>(넌 내게로 난 네게로) <br>숨 참고 love dive<br><br>Woo lalalalalalala<br>Woo 어서 와서 love dive<br>Woo oh perfect sacrifice yeah<br>숨 참고 love dive<br><br>숨 참고 love dive <br>숨 참고 love dive<br>숨 참고 love dive<br>숨 참고 love dive<br><br>Woo lalalalalalala<br>Woo 어서 와서 love dive<br>Woo oh perfect sacrifice yeah<br>숨 참고 love dive",서지음,"Sophia Brenan, Elle Campbell, Nick Hahn",Nick Hahn
37737619,클락션 (Klaxon),image_37737619.jpg,(여자)아이들,I SWAY,2024.07.08,댄스,좀 미친 소리 같지만 난 네게 반했어<br>(어어우워 어어우워)<br>자꾸 눈으로 욕 하지마 더 네게 빠졌어<br>(어어우워 어어우워)<br><br>영화보다 멋진 드라마틱 Romantic show<br>나 처음 본 순간 완전 영원한 반쪽인걸<br>또 못 본 척 못 들은 척 넘어가려 하지 어림없어<br>차 떠나가라 소리칠 거야<br><br>I love you baby<br>야 나 좀 봐줘 Lady<br>더 Hit the 클락션<br>Hon hon hon hon hon honk<br>또 Hit the 클락션<br>Hon hon hon hon hon honk<br>Hey hop in sweetie boy<br><br>우 우아우~ 우 우아우~<br>우 우아우~<br>Honk honk hit the 클락션<br>우 우아우~ 우 우아우~<br>우 우아우~<br>Honk honk hit the 클락션<br><br>오픈카 타고 드라이브는 어때?<br>Wannabe by Spice Girls 틀고 Okay?<br>야 딱 봐도 그 여자는 불건전해<br>그만 힐끔대고 벨트나 매 옆에<br><br>Pretty hot stuff hot stuff beautiful<br>But don’t worry <br>I don’t want a boy toy<br>잠깐 갓길에 멈춰 깜빡이도 안 켜고 덮쳐<br><br>힙합보다 멋진 발라드틱 Romantic show<br>너 처음 본 순간 완전 딱 천생연분인걸<br>또 못 본 척 못 들은 척 넘어가려 하지 어림없어<br>차 떠나가라 소리칠 거야<br><br>I love you baby<br>야 나 좀 봐줘 Lady<br>더 Hit the 클락션<br>Hon hon hon hon hon honk<br>또 Hit the 클락션<br>Hon hon hon hon hon honk<br>Hey hop in sweetie boy<br><br>Hey I love you<br>I want to do an interview<br>Ah yeah 난 너의<br>완벽한 The true lover <br><br>Hey I love you<br>I want to do an interview<br>Ah yeah 난 너의<br>완벽한 The true lover<br><br>I love you baby<br>나 좀 봐줘 Lady<br>Hit the 클락션<br>Hon hon hon hon hon honk<br>또 Hit the 클락션<br>Hon hon hon hon hon honk<br>Hey hop in sweetie boy<br><br>우 우아우~ 우 우아우~<br>우 우아우~<br>Honk honk hit the 클락션<br>우 우아우~ 우 우아우~<br>우 우아우~<br>Honk honk hit the 클락션<br>,소연 ((여자)아이들),"소연 ((여자)아이들), Pop Time, Daily, Likey","Pop Time, Daily, Likey, 소연 ((여자)아이들)"
36110996,파이팅 해야지 (Feat. 이영지),image_36110996.jpg,부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2023.02.06,댄스,"파이팅 해야지<br>파이팅<br>아뿔싸 일어나야지 아침인데<br>눈 감았다 뜨니 해가 중천인데<br>아침밥은 Pass 10분 더 자야 돼 Oh<br>Take-out coffee로 (아메 아메 아메 아메)<br>Story 속에 (친구들은 다 왜)<br>잘나 보여 (왜 나 나 나만 왜)<br>또 또 또 또 왜 아등바등 또 왜<br>이리저리 치여 왜 (I9 I9 I9 I9)<br>우린 다 이어폰 꽂은 Zombie<br>필요해 모두 다 텐션 Up pumpin’<br>힘을 좀 내어보자<br>우린 여러분의 부석순<br>반복되는 하루에<br>시작이 되는 이 노래<br>네 옆에서 불러주겠어<br>힘내야지 뭐 어쩌겠어<br>파이팅 해야지 파이팅 해야지<br>Don’t give it up Never give it up yeah<br>파이팅 해야지 파이팅 해야지<br>우린 부석순<br>Ah 파이팅 해야지<br>Story 속에 (친구들은 다 왜)<br>잘나 보여 (왜 나 나 나만 왜)<br>또 또 또 또 왜 아등바등 또 왜<br>이리저리 치여 왜 (I9 I9 I9 I9)<br>우린 다 이어폰 꽂은 Zombie<br>필요해 모두 다 텐션 Up pumpin’<br>힘을 좀 내어보자<br>우린 여러분의 부석순<br>반복되는 하루에<br>시작이 되는 이 노래<br>네 옆에서 불러주겠어<br>힘내야지 뭐 어쩌겠어<br>파이팅 해야지 파이팅 해야지<br>Don’t give it up Never give it up yeah<br>파이팅 해야지 파이팅 해야지<br>Okay 모닝커피는 디카페인<br>일찍 일어나니 기분 뭣 같지<br>철없이 부재중 전화 제끼고<br>Dance with ma laziness<br>굽은 등, 팔, 다리 전부 다 펴니<br>Ooh I feel like I’m seventeen<br>일원도 보탬 안 되는<br>불행과 같이 살기에는 내 시간이 너무 아깝지 Man<br>힘을 내 힘을 내 힘을 내 힘을 내<br>힘을 내 힘을 내 힘을 내 힘을 내<br>Y’all don’t deserve it<br>Unfortune is unnecessary<br>알다시피 인생은<br>원래 거지 같아<br>그러니 조금만 힘을 내<br>구겨진 인생을<br>연주하는 우린 비운의 베토벤<br>차분히 다음 악장을 연주해<br>We got plenty more pages left to play<br>올라갔다 내려가는 주식같이<br>알다가도 모르겠는 인생 뭣 같지<br>한 템포 쉬고 물 한 모금 마시기<br>자 여기 있어 비타민 A B C<br>반복되는 하루에<br>시작이 되는 이 노래<br>네 옆에서 불러주겠어<br>힘내야지 뭐 어쩌겠어<br>파이팅 해야지 파이팅 해야지<br>Don’t give it up Never give it up yeah<br>파이팅 해야지 파이팅 해야지<br>우린 부석순<br>Ah 파이팅 해야지<br>Ah 파이팅 해야지<br>","WOOZI, BUMZU, 호시, 도겸, 승관, 이영지","WOOZI, BUMZU, 호시, S.COUPS, 박기태",
34927767,정이라고 하자 (Feat. 10CM),image_34927767.jpg,BIG Naughty (서동현),정이라고 하자,2022.04.20,R&B/Soul,Back to the day<br>갓 10대가 됐을 때<br>그때 내가 널 보지 못했다면<br>어땠을까 해<br>왜인지 외로워지는 밤에 You say<br>흐린 추억 속에 네게 안겨 잠드네<br>Yeah 친구들과의 술자리<br>나는 또 네 얘기를 꺼내<br>보고 싶다는 넋두리에<br>친구들 답은 뻔해<br>10년도 더 된 애를 사랑할 수 있냬<br>이제 그만 잊으래<br>근데 그게 잘 안돼<br>그래 걔 말마따나<br>넌 아담의 사과일 수도<br>But 난 신을 안 믿으니까<br>네 전화 바로 픽업<br>지금 주소 찍어<br>어디든 상관없어 다 갈 테니까<br>그건 사랑이 아냐<br>그건 미련이 아냐<br>그냥 정이라고 하자<br>임마 네가 뭘 알아<br>이건 사랑이 맞아<br>분명 약속했단 말이야<br>I know I’m wrong<br>그 자리에 그대로<br>두고 온 기억들을<br>더듬고 있을 때면<br>You say<br>그건 사랑이 아냐<br>그건 미련이 아냐<br>그냥 정리하고 가자<br>아메리카노보단 라떼를<br>맛있게 내리던 네 집 앞 카페를<br>매일 같이 갔었었던 그때를<br>내려줄게 쓰지 않아 이제는<br>넌 매일 밤 예뻐 예뻐<br>해주며 날 재워 재워<br>식어버린 널 데워 태워<br>꿈에서 날 깨워 줘<br>버려진 기억들 속에서<br>쓸만한 컷들을 찾고 있어<br>이미 내 곁에 더는 없는 너지만<br>난 너를 느낄 수 있어<br>닿을 듯 안 닿을 듯<br>떠나는 뒷모습이<br>왜인지 행복해 보여<br>너라도 행복해줘<br>그건 사랑이 아냐<br>그건 미련이 아냐<br>그냥 정이라고 하자<br>임마 네가 뭘 알아<br>이건 사랑이 맞아<br>분명 약속했단 말이야<br>I know I’m wrong<br>그 자리에 그대로<br>두고 온 기억들을<br>더듬고 있을 때면<br>You say<br>그건 사랑이 아냐<br>그건 미련이 아냐<br>그냥 정리하고 가자<br>그건 사랑이 아냐<br>그건 미련이 아냐<br>그냥 정이라고 하자<br>임마 네 말이 맞아<br>이건 사랑이 아냐<br>그냥 정리하고 가자<br>,BIG Naughty (서동현),"TOIL, BIG Naughty (서동현), KIXO (키조)",TOIL
33115807,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",image_33115807.jpg,릴보이 (lIlBOI),쇼미더머니 9 Episode 3,2020.12.05,랩/힙합,See I just wanna<br>share the vibe with ya<br>우리가 10년 뒤에도<br>음악을 하고 있다면<br>과연 없어질까 너와 내 Problems<br>난 모두가 잘 되길 빌어<br>이 말이 거짓말 같다 해도<br>확실한 건 더 이상 상처를 주기 싫어<br>For real<br>Cuz nobody's perfect I know it<br>이제 와서 보니<br>세상이 우릴 만들었다는 생각이 들어<br>물론 I hurt you bad<br>얻은 것보다도 잃은 게<br>많은 것 같아<br>사실 너도 알잖아<br>that we can't go back<br>당장엔 바꿀 수 없다는 것도 알아<br>시간이 모든 것을<br>해결해 주지는 않아<br>그래도 말이야 더는 걱정하지 말아<br>모든 게 지나면 웃으면서 보자<br>Meet me in Montauk<br>Good night<br>내일이 오면<br>사라져 버릴 것들에게 더 이상은<br>정을 주지 말자<br>내일이 오면<br>아무 일 없던 것처럼 다 사라질 거야<br>너무 걱정 말자<br>여기 지하 방은 너무 어두워<br>For every night<br>there's a brighter day<br>It'll be ok<br>여기 바퀴벌레 좀 잡아줘<br>For every night<br>there's a brighter day<br>It'll be ok<br>살려줘 여기 사람 살아요<br>추운 겨울이 지나야 봄이 오겠지<br>그때 난 손목으로 시계를 보겠지<br>난 시계를 보겠지<br>우리 다시 만나기를 원했듯이<br>이 또한 지나가지 내 열두시가<br>And I just wanna<br>share the vibe with ya<br>친구는 떠나고<br>나 혼자 남아<br>I don't wanna be alone but<br>다들 살아 남기도 바빠<br>닮아 가지 모두가 like<br>Boi you better pay me proper<br>그래 나도 알아<br>영원한 건 없잖아<br>당연하다고 믿어왔지만<br>생각보다도 외로웠지<br>이걸 어른이라고 부른다지만<br>절대로 익숙해질 리 없지<br>너와도 연락이 뜸해졌지<br>서로 가는 길이 멀어져<br>I’ve been on the low<br>가끔은 아무라도<br>괜찮으니 내게 걸어줬으면 하지<br>안부 전화라도<br>시간을 돌린다면<br>후회할 순간이 많아<br>내 생각과 달라진 하루하루가<br>숨 막히지만 어제가<br>오늘이 될 순 없으니까<br>내일이 온다면 예전과는 달라지길<br>언젠가 너와 만나서 옛날 얘기하듯이<br>쉽게 꺼냈으면 해 난 말했으면 해<br>오늘이 무사히 지나가기를<br>나는 기도해<br>형들이 안 싸우기를<br>내가 너무 동경했던<br>그 자리에는 가시방석이 날 맞이했어<br>나는 앉는 법을 배워<br>어른이 되는 과정<br>얘랑 친하면 걔랑은<br>절대 친할 수 없다고 난<br>내일 아침처럼 아무 생각이 없다<br>두 팔을 크게 벌려 기지개를 켰다<br>정신을 차려보니 아무도 없었던<br>나의 어제는 빠르게 지나<br>내일이 됐으면<br>해 뜨고 해지고 해지는 나의 신발<br>난 가진 것이 없이 여기 왔고<br>많이 해쳐먹어도<br>내 친구들은 아직 아파<br>해 뜨고 해지고 해지는 나의 신발<br>난 그만하고 나가고 싶어<br>여기 지하방은 너무 어두워<br>내일이 오면<br>사라져 버릴 것들에게 더 이상은<br>정을 주지 말자<br>내일이 오면<br>아무 일 없던 것처럼 다 사라질 거야<br>너무 걱정 말자<br>여기 지하 방은 너무 어두워<br>For every night<br>there's a brighter day<br>It'll be ok<br>여기 바퀴벌레 좀 잡아줘<br>For every night<br>there's a brighter day<br>It'll be ok<br>살려줘 여기 사람 살아요<br>Tomorrow Tomorrow<br>눈을 감고 노랠 부르면<br>몰랐던 답들이 내게 다가와<br>손을 건네고<br>보지 못했던 감동을<br>너는 보게 될 거야<br>It’s alright<br>,"릴보이 (lIlBOI), 기리보이, BIG Naughty (서동현)","Minit, 기리보이, 릴보이 (lIlBOI), BIG Naughty (서동현), Slom, 박준우, Fisherman","Slom, 박준우, Fisherman"
32734372,Summer Hate (Feat. 비),image_32734372.jpg,지코 (ZICO),RANDOM BOX,2020.07.01,랩/힙합,"Good morning <br>하마터면 달 뜰 때까지 쿨쿨쿨 잠잘 뻔<br>택배 아저씨 초인종 소리에 기상 가까스로<br>부재중 전화 5통, 잠금 패턴 또 안 맞고<br>어제 남긴 피자는 맛없어 그냥 이나 닦자<br><br>Dazzling dazzling dazzling<br>세게 뙤약볕 내리쬐<br>아침형 인간들 진심으로 리스펙<br>불쾌지수 지붕킥<br>Please give me some 시금치<br>움직일 엄두도 안 나<br><br>궁시렁거리는 와중에<br>뭘 입고 나갈지 피팅 중이야<br>주차장은 또 왜 이리 멀어<br>발끝에서부터 힘이 쭉 빠져<br><br>몇 주째 내비는 먹통인 데다가<br>에어컨 바람마저 미지근하지<br>I want to run way<br>미친 하루를 시작해<br><br>우예 차라리<br>비나 쏟아졌음 좋겠다<br><br>It’s so freaking hot 땀이 삐질 나<br>서둘러 찾아야 돼 태양을 피할 방법<br>가는 곳마다 사람이 꽉 차<br>서울의 열기는 당최 식을 줄 몰라<br><br>I hate this summer day<br>I hate this summer day<br><br>주말이 오기만 기다리는 것도<br>이제는 오래전 일<br>땀 흘리며 놀기엔 너무<br>안 받쳐 줘 체력이<br>네가 가라 하와이 Sorry<br>난 바닷물 Allergy<br>아쉬운 대로 여름 노래<br>크게 틀고 웹서핑<br><br>Exit exit 인터넷 창 열면 더 숨 막혀<br>무슨 영문인지 모조리 뿔났어<br>That’s not cool, how about you?<br>일단 냉수 한 잔 쭉<br>시간 참 더럽게 안 가<br><br>애벌레처럼 장판에 붙어<br>딱 한 겹만 남은 허물을 벗어<br>몇 년째 솔로 그래서 뭐?<br>옆구리 시리지 않잖아 전혀<br><br>헬게이트 열렸네 활짝<br>오렌지색 도시는 반짝<br>참았던 짜증이 왈칵!<br>다들 애써 즐기는 척<br>재고 있지 탈주각 Right?<br><br>우예 차라리<br>비나 쏟아졌음 좋겠다<br><br>It’s so freaking hot 땀이 삐질 나<br>서둘러 찾아야 돼 태양을 피할 방법<br>가는 곳마다 사람이 꽉 차<br>서울의 열기는 당최 식을 줄 몰라<br><br>I hate this summer day<br>I hate this summer day<br><br>칠 팔월만 되면 숨이 막혀 Yeah<br>Mama said 가만있으면 안 덥대<br>그늘진 곳은 내 얼굴밖에 없네<br>Is anybody there 사람 살려 (꿱!)",지코 (ZICO),"지코 (ZICO), Pop Time","지코 (ZICO), Pop Time"
32559781,살짝 설렜어 (Nonstop),image_32559781.jpg,오마이걸 (OH MY GIRL),NONSTOP,2020.04.27,댄스,going nonstop<br>말도 안 되잖아 그치 yayayaya<br>우린 서로가 모르는 게 없는 사인 걸<br>이토록 빤히 nanananana <br>like nanananana<br>우리 사이 비밀 따위 있을 리 없는 걸<br>다 봤지 우린<br>hi hi weak body<br>like them burning and burn but 쉿<br>요즘 오늘 또 내일 매일 다른 아는 옷<br>이렇게 달라 보인다고 hoo<br>흑역사까지 전부 알고 있는 널<br>yeah 절대 그럴 리는 없어 난 <br>never ever 그래야만 해<br>무인도에 어느 날 떨어진 거야<br>둘만 남게 됐다면 넌 어떨 것 같아<br>생각만 해도 무섭다 얼굴을 찌푸렸지만<br>너에겐 얘기 못 해 절대로<br>살짝 설렜어 난 oh nanananana<br>살짝 설렜어 난 oh nanananana<br>그럴 일 없지만 살짝 설렜어 난<br>nonstop nonstop<br>nonstop nonstop nonstop <br>그럴 일 없지만 살짝 설렜어 난<br>요즘 나 너무 외로워 좀 이상해진 것 같아<br>너를 보면서 심장이 뛴 건<br>back it up pack it up 비켜 서 있어<br>두근거렸던 게 문제야<br>아냐 그게 대체 왜 죄야<br>선을 넘은 거야 fz 레이더<br>오르락내리락 여긴 friend zone<br>무인도에 어느 날 떨어진 거야<br>둘만 남게 됐다면 넌 어떨 것 같아<br>생각만 해도 무섭다 얼굴을 찌푸렸지만<br>너에겐 얘기 못 해 절대로<br>살짝 설렜어 난 oh nanananana<br>살짝 설렜어 난 oh nanananana<br>그럴 일 없지만 살짝 설렜어 난<br>I have to go to the bed by night<br>졸음이 오는 걸까 time <br>필요하지 않지 아마<br>머릿속은 이미 지름길이잖아<br>네가 원한다면 내가 뒤로 두 칸<br>Did you wanna twin spot nop 한 칸<br>유감인 척 하지 마 설레는 거 맞잖아<br>꽤나 혼란스러워 이러는 나도<br>누구보다 더 이럴 땐 너를 찾아갔지만<br>이 고민만큼은 네게 말할 수 없어<br>언제부턴가 널 보면<br>살짝 설렜어 난<br>살짝 설렜어 난 oh nanananana<br>살짝 설렜어 난 oh nanananana<br>그럴 일 없지만 살짝 설렜어 난<br>nonstop nonstop<br>nonstop nonstop nonstop <br>그럴 일 없지만 살짝 설렜어 난<br>nonstop nonstop<br>nonstop nonstop nonstop <br>넌 알 리 없지만 살짝 설렜어 난<br>,"서지음, 미미 (오마이걸)","Steven Lee, Andreas Johansson, Laurell, Sebastian Thott",Sebastian Thott
37323943,Welcome to the Show,image_37323943.jpg,DAY6 (데이식스),Fourever,2024.03.18,록/메탈,이젠 혼자가 아닐 무대<br>너무나 감격스러워<br>끝없는 가능성 중에<br>날 골라줘서 고마워<br><br>나와 맞이하는 미래가<br>위태로울지도 몰라<br>하지만 눈물 가득한<br>감동이 있을지도 몰라<br><br>그래도<br>내 손<br>놓지 않겠다면<br>If so<br>Then let's go <br>Welcome to the show<br><br>Oh<br><br>이것만큼은 맹세할게<br>내 전부를 다 바칠게<br>네 눈빛 흔들리지 않게<br>널 바라보며 서 있을게<br><br>알아 너의 결정이 <br>쉽지 않았을 거야<br>후회 없게 하는 건 <br>이제 나의 몫이야<br><br>끝까지<br>같이<br>함께 가겠다면<br>If so<br>Then let's go<br>Welcome to the show<br><br>Oh<br><br>이것만큼은 맹세할게<br>내 전부를 다 바칠게<br>네 눈빛 흔들리지 않게<br>널 바라보며 서 있을게<br><br>막이 내릴 그날에도<br>그때도 네 손 꼭 잡은 채<br><br>너라서 행복했다고<br>서로가 말할 수 있도록 <br><br>이것만큼은 맹세할게<br>내 전부를 다 바칠게<br>네 눈빛 흔들리지 않게<br>널 바라보며 서 있을게<br><br>Oh<br>Oh,Young K (DAY6),"성진 (DAY6), Young K (DAY6), 원필 (DAY6), 홍지상",홍지상
37323944,HAPPY,image_37323944.jpg,DAY6 (데이식스),Fourever,2024.03.18,록/메탈,그런 날이 있을까요? <br>마냥 좋은 그런 날이요<br>내일 걱정 하나 없이 <br>웃게 되는 그런 날이요<br><br>뭔가 하나씩은 <br>걸리는 게 생기죠<br>과연 행복할 수 있을까요 <br><br>그런 날이 있을까요? <br>꿈을 찾게 되는 날이요 <br>너무 기뻐 하늘 보고<br>소리를 지르는 날이요<br><br>뭐 이대로 계속해서  <br>버티고 있으면 언젠가<br>그런 날이 올까요  <br><br>May I be happy? <br>매일 웃고 싶어요<br>걱정 없고 싶어요<br>아무나 좀 답을 알려주세요<br><br>So help me<br>주저앉고 있어요<br>눈물 날 것 같아요<br>그러니까 제발 제발 제발요<br>Tell me it’s okay to be happy<br><br>알고리즘엔 잘된 사람만 <br>수도 없이 뜨네요 <br><br>뭐 이대로 계속해서 <br>살아만 있으면 언젠가<br>저런 날이 올까요  <br><br>May I be happy? <br>매일 웃고 싶어요<br>걱정 없고 싶어요<br>아무나 좀 답을 알려주세요<br><br>So help me<br>주저앉고 있어요<br>눈물 날 것 같아요<br>그러니까 <br>Tell me it’s okay to be happy<br><br>그냥 쉽게 쉽게 살고 싶은데<br>내 하루하루는 왜 이리<br>놀라울 정도로 어려운 건데<br><br>May I be happy? <br>매일 웃고 싶어요<br>걱정 없고 싶어요<br>아무나 좀 답을 알려주세요<br><br>So help me<br>주저앉고 있어요<br>눈물 날 것 같아요<br>그러니까 제발 제발 제발요<br>Tell me it’s okay to be happy<br><br>,Young K (DAY6),"성진 (DAY6), 원필 (DAY6), 홍지상",홍지상
30287019,롤린 (Rollin'),image_30287019.jpg,브레이브걸스,Rollin',2017.03.07,댄스,그 날을 잊지 못해 babe<br>날 보며 환히 웃던 <br>너의 미소에<br>홀린 듯 <br>I'm fall in love<br>But 너무 쪽팔림에 <br>난 그저<br>한마디 말도 못해 babe <br>I wanna you <br>너의 눈빛은 <br>날 자꾸 네 곁을 맴돌게 해<br>Just only you <br>굳게 닫힌 내 맘이 <br>어느새 무너져버려 <br>Because of you<br>온통 너의 생각뿐이야 <br>나도 미치겠어<br>너무 보고 싶어 <br>매일 매일 매일<br>자꾸 초라해지잖아 <br>내 모습이<br>그대여 내게 말해줘 <br>사랑한다고<br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>하루가 멀다 하고 <br>Rolling in the deep <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>기다리고 있잖아 Babe <br>Just only you<br>기다리고 있잖아 Babe <br>Just only you<br>Hey I just wanna be with you<br>오늘 밤이 가기 전에<br>I can't feel you <br>조금 더 다가와 줘 <br>Tonight I'm ready for you<br>You wanna touch me I know<br>대체 뭘 고민해 빨리 안아<br>아닌 척 모르는 척 하다가<br>늦게 놓치고 후회 말아<br>I wanna you <br>너의 눈빛은 <br>날 자꾸 네 곁을 맴돌게 해<br>Just only you <br>굳게 닫힌 내 맘이 <br>어느새 무너져버려 <br>Because of you<br>온통 너의 생각뿐이야 <br>나도 미치겠어<br>너무 보고 싶어 <br>매일 매일 매일<br>자꾸 초라해지잖아 <br>내 모습이<br>그대여 내게 말해줘 <br>사랑한다고<br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>하루가 멀다 하고 <br>Rolling in the deep <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>기다리고 있잖아 Babe <br>Just only you<br>이제 와 숨기려 하지 마요<br>그대여 <br>아닌 척하지 마요<br>온종일 난 <br>그대 생각에 잠긴 채로<br>난 이대로 기다리고 있어요<br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>하루가 멀다 하고 <br>Rolling in the deep <br>Rollin' Rollin' Rollin' Rollin' <br>Rollin' Rollin' Rollin' Rollin' <br>기다리고 있잖아 Babe <br>Just only you<br>기다리고 있잖아 Babe <br>Just only you<br>,"용감한 형제, 차쿤","용감한 형제, 투챔프 (Alive Nation), 차쿤",투챔프 (Alive Nation)
33998510,My Universe,image_33998510.jpg,"Coldplay, 방탄소년단",My Universe,2021.09.24,POP,"You, you are my universe and<br>I just want to put you first<br>And you, you are my universe, and I…<br><br>In the night I lie and look up at you<br>When the morning comes I watch you rise<br>There’s a paradise they couldn’t capture<br>That bright infinity inside your eyes<br><br>매일 밤 네게 날아가 (가)<br>꿈이란 것도 잊은 채<br>나 웃으며 너를 만나 (나)<br>Never ending forever baby<br><br>You, you are my universe and<br>I just want to put you first<br>And you, you are my universe, and<br>You make my world light up inside<br><br>어둠이 내겐 더 편했었지<br>길어진 그림자 속에서 (eyes)<br><br>And they said that we can’t be together<br>Because<br>Because we come from different sides<br><br>You, you are my universe and<br>I just want to put you first<br>And you, you are my universe, and<br>You make my world light up inside<br><br>My universe (do do, do do)<br>My universe (do do, do do)<br>My universe (do do, do do)<br>(you make my world)<br>You make my world light up inside<br><br>Make my world light up inside<br><br>나를 밝혀주는 건<br>너란 사랑으로 수 놓아진 별<br>내 우주의 넌<br>또 다른 세상을 만들어 주는 걸<br><br>너는 내 별이자 나의 우주니까<br>지금 이 시련도 결국엔 잠시니까<br>너는 언제까지나 지금처럼 밝게만 빛나줘<br>우리는 너를 따라 이 긴 밤을 수놓을 거야<br><br>너와 함께 날아가 (가)<br>When I’m without you I’m crazy<br>자 어서 내 손을 잡아 (아)<br>We are made of each other baby<br><br>You, you are my universe and<br>I just want to put you first<br>And you, you are my universe, and<br>You make my world light up inside<br><br>My universe (you, you are)<br>My universe (I just want)<br>My universe (you, you are)<br>My universe, and I<br><br>My universe",,,
32273582,Psycho,image_32273582.jpg,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,2019.12.23,댄스,Psycho<br><br>널 어쩌면 좋을까<br>이런 맘은 또 첨이라<br>Up &amp; Down이 좀 심해<br>조절이 자꾸 잘 안돼<br>하나 확실한 건<br>I don’t play the game<br><br>우리 진짜 별나대<br>그냥 내가 너무 좋아해<br>넌 그걸 너무 잘 알고<br>날 쥐락펴락해<br>나도 마찬가지인걸<br><br>우린 참 별나고 이상한 사이야<br>서로를 부서지게<br>(부서지게)<br>그리곤 또 껴안아<br>(그리곤 또 껴안아)<br><br>You got me feeling like a<br>psycho psycho<br>우릴 보고 말해 자꾸 자꾸<br>다시 안 볼 듯 싸우다가도<br>붙어 다니니 말야<br>이해가 안 간대<br>웃기지도 않대 <br><br>맞아 Psycho psycho<br>서로 좋아 죽는 바보 바보<br>너 없인 어지럽고 슬퍼져<br>기운도 막 없어요<br>둘이 잘 만났대<br>Hey now we’ll be ok<br><br>Hey trouble<br>경고 따윈 없이 오는 너<br>I’m original visual<br>우린 원래 이랬어 Yeah<br>두렵지는 않아<br>(흥미로울 뿐)<br>It’s hot! Let me just hop<br>어떻게 널 다룰까? Ooh<br><br>어쩔 줄을 몰라 너를 달래고<br>매섭게 발로 차도<br>가끔 내게 미소 짓는 널<br>어떻게 놓겠어 Ooh<br><br>우린 아름답고 참 슬픈 사이야<br>서로를 빛나게 해<br>(Tell me now) <br>마치 달과 강처럼<br>그리곤 또 껴안아<br><br>You got me feeling like a<br>psycho psycho<br>우릴 보고 말해 자꾸 자꾸<br>다시 안 볼 듯 싸우다가도<br>붙어 다니니 말야<br>이해가 안 간대<br>웃기지도 않대 <br><br>맞아 Psycho psycho<br>서로 좋아 죽는 바보 바보<br>너 없인 어지럽고 슬퍼져<br>기운도 막 없어요<br>둘이 잘 만났대<br>Hey now we’ll be ok<br><br>Don’t look back<br>그렇게 우리답게 가보자<br>난 온몸으로 널 느끼고 있어<br>Everything will be ok<br><br>(You got me feeling like a psycho)<br>Like a psycho psycho<br>우릴 보고 말해 자꾸 자꾸<br>다시 안 볼 듯 싸우다가도<br>붙어 다니니 말야<br>둘이 잘 만났대 <br>Hey now we’ll be ok<br><br>Hey now we’ll be ok<br>Hey now we’ll be ok<br>Hey now we’ll be ok<br>Hey now we’ll be ok<br><br>It’s alright<br>It’s alright<br>	<br>Hey now we’ll be ok<br>Hey now we’ll be ok<br>Hey now we’ll be ok<br>Hey now we’ll be ok<br><br>It’s alright<br>It’s alright<br><br>우린 좀 이상해<br>Psycho,KENZIE,"Andrew Scott, Cazzi Opeia, EJAE","Druski, 유영진"
